time,latitude,longitude,u10,v10,t2m,d2m,msl,sst,sp,u100,v100,stl1,swvl1,cvh
2025-03-05,34.62,-116.77809090909085,2.55,1.55,314.13,278.33,1008.69,277.77,1031.82,3.02,2.15,289.64,0.25,0.5
2025-03-05,34.62,-117.27827272727268,2.33,1.59,313.72,296.69,1063.29,303.25,940.41,3.21,2.02,283.33,0.26,0.48
2025-03-05,34.37,-119.279,2.59,1.55,285.23,295.82,954.59,303.77,1091.79,2.91,2.02,272.73,0.26,0.52
2025-03-05,34.37,-117.02818181818176,2.19,1.55,298.12,287.07,990.08,307.68,992.94,3.0,1.91,285.03,0.26,0.53
2025-03-05,34.37,-117.27827272727268,2.61,1.57,299.71,277.47,1082.63,278.42,1077.0,2.74,1.9,277.69,0.23,0.51
2025-03-05,34.37,-117.5283636363636,2.71,1.49,303.02,287.41,1044.29,270.48,1075.81,2.75,1.84,298.46,0.25,0.51
2025-03-05,34.37,-117.77845454545451,2.66,1.54,274.67,256.57,1007.52,298.93,966.87,3.22,2.03,278.55,0.26,0.48
2025-03-05,34.37,-119.02890909090908,2.59,1.67,318.05,288.78,993.28,266.94,1034.69,2.75,2.04,290.04,0.24,0.5
2025-03-05,34.37,-118.27863636363634,2.64,1.56,302.05,284.6,995.77,293.96,998.01,3.02,1.93,289.55,0.26,0.52
2025-03-05,34.37,-118.52872727272725,2.69,1.4,273.02,285.8,1006.63,323.29,1017.78,3.09,2.2,277.86,0.25,0.48
2025-03-05,34.37,-118.77881818181817,2.44,1.56,318.68,280.93,1120.62,263.98,1158.65,2.9,2.09,287.84,0.23,0.53
2025-03-05,34.37,-116.528,2.35,1.6,295.41,290.11,945.16,295.18,1051.38,3.29,1.74,266.8,0.23,0.48
2025-03-05,34.37,-116.77809090909085,2.41,1.61,262.33,279.93,1011.29,320.38,931.32,2.82,1.97,266.9,0.25,0.48
2025-03-05,34.12,-118.52872727272725,2.45,1.37,292.53,297.96,1010.7,311.59,1024.96,2.88,2.02,268.5,0.26,0.49
2025-03-05,34.12,-119.279,2.61,1.4,320.35,300.52,977.29,313.14,981.94,2.7,2.03,281.61,0.26,0.49
2025-03-05,34.12,-119.02890909090908,2.61,1.46,309.75,282.52,1022.29,319.73,914.18,3.22,1.75,260.64,0.24,0.47
2025-03-05,34.12,-118.77881818181817,2.71,1.37,305.54,273.26,1007.28,276.8,989.9,3.22,2.07,271.08,0.25,0.53
2025-03-05,34.62,-116.528,2.65,1.45,286.22,262.56,1040.51,280.09,1065.19,3.04,1.86,265.72,0.23,0.49
2025-03-05,34.12,-118.27863636363634,2.4,1.53,307.03,278.73,1085.72,291.58,1017.65,2.88,1.98,282.0,0.24,0.51
2025-03-05,34.12,-118.02854545454542,2.5,1.51,282.12,268.69,983.2,307.24,1006.11,3.13,1.91,252.94,0.25,0.48
2025-03-05,34.12,-117.77845454545451,2.36,1.52,291.63,273.41,1013.2,320.67,1095.76,3.11,2.01,302.33,0.23,0.51
2025-03-05,34.12,-117.5283636363636,2.61,1.54,259.56,290.48,979.22,286.23,982.77,2.92,1.84,302.82,0.24,0.5
2025-03-05,34.12,-117.27827272727268,2.56,1.41,310.72,256.53,1036.13,269.53,977.05,3.19,2.0,281.16,0.27,0.53
2025-03-05,34.12,-117.02818181818176,2.59,1.56,306.75,276.61,1089.49,293.89,1020.56,2.93,1.85,284.35,0.24,0.49
2025-03-05,34.12,-116.528,2.47,1.56,290.46,306.18,1041.21,270.73,1032.95,3.11,2.06,313.08,0.24,0.51
2025-03-05,34.12,-116.77809090909085,2.58,1.48,287.06,286.29,931.17,303.22,1033.26,2.9,1.98,276.88,0.22,0.49
2025-03-05,34.37,-118.02854545454542,2.44,1.47,286.95,255.78,991.35,300.9,1072.03,2.93,2.01,277.92,0.25,0.51
2025-03-05,33.87,-119.279,2.59,1.48,310.82,313.9,952.94,319.21,1065.08,3.05,1.99,275.48,0.25,0.5
2025-03-05,33.62,-119.279,2.51,1.49,274.12,278.28,1088.25,293.3,997.36,3.09,2.33,289.23,0.25,0.51
2025-03-05,33.87,-118.77881818181817,2.54,1.51,306.65,286.49,946.48,300.76,1064.79,2.72,1.84,287.53,0.27,0.47
2025-03-05,33.87,-118.52872727272725,2.68,1.46,279.1,311.64,1094.37,295.14,956.3,2.96,2.03,286.0,0.23,0.51
2025-03-05,33.87,-118.27863636363634,2.62,1.55,311.9,300.57,972.28,276.68,1004.08,2.73,2.09,296.04,0.24,0.48
2025-03-05,33.87,-118.02854545454542,2.34,1.45,287.78,288.13,957.5,291.18,954.32,3.09,2.15,297.25,0.26,0.47
2025-03-05,33.87,-117.77845454545451,2.59,1.52,305.32,288.1,994.28,307.9,1073.52,3.05,1.98,291.75,0.25,0.51
2025-03-05,33.87,-117.27827272727268,2.47,1.5,276.17,268.2,1039.25,298.04,1019.31,3.16,2.05,275.47,0.25,0.55
2025-03-05,33.87,-117.02818181818176,2.63,1.45,284.02,288.99,933.49,317.3,1052.71,3.2,2.03,294.54,0.24,0.51
2025-03-05,33.87,-116.77809090909085,2.5,1.46,288.32,300.34,1140.28,287.41,1048.92,2.71,2.05,296.79,0.24,0.45
2025-03-05,33.87,-116.528,2.49,1.45,277.13,264.28,978.56,283.05,1043.56,3.16,1.89,279.86,0.26,0.51
2025-03-05,33.87,-117.5283636363636,2.41,1.52,320.49,297.66,1128.11,296.27,1142.3,3.01,2.03,301.53,0.24,0.46
2025-03-05,33.62,-119.02890909090908,2.47,1.56,297.45,292.82,1096.56,300.28,1010.11,2.71,2.04,271.79,0.24,0.5
2025-03-05,33.62,-117.77845454545451,2.49,1.5,292.2,267.83,916.8,297.83,935.74,2.93,1.96,298.06,0.26,0.51
2025-03-05,33.62,-118.77881818181817,2.53,1.53,276.35,302.66,924.06,285.35,1124.65,2.97,2.11,276.53,0.25,0.5
2025-03-05,33.62,-117.02818181818176,2.47,1.42,290.47,293.4,968.96,306.48,1008.75,2.93,2.0,288.2,0.25,0.51
2025-03-05,33.62,-117.27827272727268,2.6,1.46,269.57,299.19,927.47,284.76,966.19,3.02,2.18,257.81,0.25,0.51
2025-03-05,33.62,-117.5283636363636,2.21,1.44,271.46,285.3,1046.4,329.23,1072.95,2.98,2.02,269.55,0.26,0.47
2025-03-05,33.62,-116.77809090909085,2.46,1.5,277.11,276.12,932.36,287.21,1074.27,3.11,1.95,294.61,0.24,0.48
2025-03-05,33.62,-118.02854545454542,2.35,1.6,280.07,315.53,1083.85,308.67,918.55,3.07,2.01,295.45,0.27,0.49
2025-03-05,33.62,-118.27863636363634,2.7,1.63,309.29,277.6,1003.63,280.5,936.97,2.88,2.01,301.75,0.25,0.51
2025-03-05,33.62,-118.52872727272725,2.7,1.42,295.18,302.84,998.26,273.6,973.75,3.11,1.88,262.39,0.25,0.52
2025-03-05,33.62,-116.528,2.36,1.51,287.97,302.02,1029.79,297.41,990.26,2.87,2.04,279.78,0.25,0.48
2025-03-05,33.87,-119.02890909090908,2.55,1.54,265.73,308.06,1057.74,296.16,1012.22,2.99,1.9,275.22,0.25,0.46
2025-03-05,33.119,-116.528,2.3,1.43,293.7,298.02,1008.15,289.61,1014.54,3.04,2.23,296.57,0.26,0.48
2025-03-05,33.119,-116.77809090909085,2.53,1.48,283.86,294.92,955.19,306.2,1017.99,2.74,1.98,264.5,0.27,0.48
2025-03-05,33.37,-119.279,2.47,1.52,289.89,280.65,963.21,274.55,1017.83,2.92,2.02,274.86,0.24,0.51
2025-03-05,33.37,-118.77881818181817,2.41,1.48,281.12,289.4,965.0,259.44,1009.28,3.02,2.09,292.03,0.25,0.49
2025-03-05,33.37,-118.52872727272725,2.51,1.49,289.28,294.98,1087.01,291.88,1002.11,3.05,1.77,292.5,0.24,0.56
2025-03-05,33.37,-118.27863636363634,2.54,1.41,305.28,285.03,1110.78,303.44,987.07,3.1,1.99,302.35,0.23,0.51
2025-03-05,33.37,-118.02854545454542,2.74,1.43,304.16,286.68,986.22,296.22,1008.9,3.11,2.15,277.12,0.24,0.49
2025-03-05,33.37,-117.77845454545451,2.63,1.48,299.48,281.07,990.8,308.69,1061.42,2.82,1.95,287.68,0.27,0.55
2025-03-05,33.37,-119.02890909090908,2.59,1.41,302.83,294.2,988.5,324.37,1088.78,2.99,2.02,292.51,0.27,0.49
2025-03-05,33.37,-117.27827272727268,2.39,1.59,259.27,283.94,1040.79,318.97,922.14,3.22,2.07,285.39,0.22,0.53
2025-03-05,33.37,-117.02818181818176,2.45,1.56,300.18,284.97,1017.68,327.97,1080.0,3.04,2.11,284.46,0.25,0.53
2025-03-05,33.37,-116.77809090909085,2.7,1.54,287.64,293.88,952.78,312.49,1003.35,3.05,1.94,289.24,0.26,0.53
2025-03-05,33.37,-117.5283636363636,2.26,1.59,288.87,277.78,954.87,311.81,934.83,3.05,1.82,262.15,0.24,0.5
2025-03-05,33.119,-119.279,2.58,1.36,272.23,281.54,1030.96,294.28,1059.72,3.17,2.13,290.28,0.26,0.47
2025-03-05,33.37,-116.528,2.51,1.61,306.62,315.08,1023.27,285.51,1037.44,3.02,2.08,303.02,0.26,0.45
2025-03-05,33.119,-117.27827272727268,2.66,1.52,272.8,288.11,1051.0,290.76,978.69,2.93,2.04,287.6,0.23,0.47
2025-03-05,33.119,-117.5283636363636,2.33,1.63,265.31,269.75,1064.7,303.76,921.12,3.2,1.88,295.17,0.26,0.5
2025-03-05,33.119,-117.77845454545451,2.68,1.46,297.88,271.25,1016.56,312.54,1045.89,3.03,1.83,289.91,0.26,0.52
2025-03-05,33.119,-117.02818181818176,2.61,1.54,313.26,266.52,930.68,290.69,935.43,3.03,1.97,289.41,0.25,0.51
2025-03-05,33.119,-118.27863636363634,2.66,1.52,263.66,305.75,1040.46,297.31,963.19,3.16,2.0,275.27,0.22,0.49
2025-03-05,33.119,-118.52872727272725,2.78,1.47,284.05,279.05,1031.54,303.88,1122.38,2.87,2.04,266.87,0.27,0.5
2025-03-05,33.119,-118.77881818181817,2.51,1.66,288.45,273.92,1012.85,314.62,934.04,2.81,2.11,286.62,0.24,0.57
2025-03-05,33.119,-119.02890909090908,2.47,1.54,291.61,267.39,1009.35,311.52,983.6,3.05,1.92,303.37,0.27,0.52
2025-03-05,33.119,-118.02854545454542,2.48,1.53,324.11,277.01,1060.24,311.5,1021.56,2.82,2.08,285.84,0.23,0.48
2025-03-06,34.87,-119.279,3.73,2.72,301.82,282.59,1035.93,317.14,1013.8,4.88,3.54,286.76,0.21,0.28
2025-03-06,34.87,-119.02890909090908,4.23,2.46,293.19,289.58,984.08,297.16,1064.11,4.48,3.52,274.84,0.2,0.29
2025-03-06,34.87,-118.77881818181817,3.36,2.74,275.58,285.04,1038.89,305.57,816.61,4.98,3.64,267.0,0.21,0.3
2025-03-06,34.87,-118.52872727272725,4.02,2.62,319.58,280.96,960.15,278.96,1049.71,4.73,3.35,283.77,0.2,0.29
2025-03-06,34.87,-118.27863636363634,4.16,2.58,289.53,290.9,1052.42,297.55,994.2,5.28,3.63,278.04,0.21,0.29
2025-03-06,34.87,-118.02854545454542,3.74,2.66,295.6,318.07,1004.96,292.64,1011.04,4.71,3.36,301.17,0.2,0.3
2025-03-06,34.87,-117.77845454545451,3.91,2.56,298.68,295.19,1059.19,293.34,984.12,4.91,3.2,299.52,0.22,0.31
2025-03-06,34.87,-117.5283636363636,4.04,2.6,273.13,312.89,988.56,323.99,961.15,5.42,3.72,302.12,0.18,0.31
2025-03-06,34.87,-117.27827272727268,3.95,2.53,317.3,283.63,1092.21,286.66,1122.34,4.88,3.39,288.11,0.18,0.29
2025-03-06,34.62,-117.5283636363636,3.85,2.65,290.58,268.57,1046.74,271.63,1019.43,4.54,3.36,299.56,0.21,0.3
2025-03-06,34.87,-116.77809090909085,4.24,2.38,318.16,291.37,963.1,291.48,942.97,4.92,3.77,266.2,0.17,0.31
2025-03-06,34.87,-116.528,3.92,2.53,312.71,266.65,1013.19,288.17,1079.09,4.89,3.06,303.99,0.21,0.32
2025-03-06,34.62,-119.279,3.98,2.45,303.04,272.02,1006.73,305.9,967.43,5.53,3.44,296.54,0.2,0.29
2025-03-06,34.62,-119.02890909090908,3.53,2.49,292.74,295.02,886.26,299.77,1052.35,4.86,3.56,291.07,0.19,0.32
2025-03-06,34.62,-118.77881818181817,4.1,2.54,300.69,310.46,994.52,264.8,976.22,5.3,3.59,294.44,0.21,0.28
2025-03-06,34.62,-118.52872727272725,4.06,2.78,310.42,303.52,1044.78,287.39,1090.94,5.46,3.75,281.59,0.19,0.3
2025-03-06,34.62,-118.27863636363634,4.0,2.3,289.53,310.76,1002.29,284.46,996.63,4.72,3.2,301.35,0.19,0.32
2025-03-06,34.62,-118.02854545454542,3.78,2.63,302.59,282.6,971.31,290.01,1009.38,4.99,3.19,276.73,0.19,0.3
2025-03-06,34.62,-117.77845454545451,3.82,2.52,289.21,285.07,1069.94,339.78,976.12,4.77,3.43,292.45,0.21,0.3
2025-03-06,34.62,-117.02818181818176,4.03,2.5,288.51,282.11,1008.03,283.8,906.79,4.94,3.27,270.79,0.2,0.31
2025-03-06,34.87,-117.02818181818176,3.9,2.51,303.9,272.5,1051.63,281.55,1039.91,4.87,3.26,306.34,0.19,0.27
2025-03-06,34.62,-116.77809090909085,4.14,2.39,279.72,287.21,1015.4,287.03,1069.89,5.28,3.45,269.1,0.19,0.29
2025-03-06,34.12,-119.279,3.7,2.73,299.97,290.32,990.02,313.1,893.85,4.9,3.26,291.01,0.19,0.28
2025-03-06,34.37,-119.279,4.06,2.38,300.99,302.14,966.05,308.36,1006.16,4.88,3.28,274.21,0.21,0.28
2025-03-06,34.62,-117.27827272727268,3.9,2.52,309.69,304.86,1080.67,265.18,1029.86,5.08,3.44,284.79,0.19,0.26
2025-03-06,34.37,-118.77881818181817,3.89,2.63,282.72,273.85,1027.05,302.86,1016.67,5.21,3.47,294.99,0.2,0.29
2025-03-06,34.37,-118.52872727272725,4.05,2.34,279.36,291.26,987.54,295.69,1007.18,5.23,3.56,283.96,0.2,0.28
2025-03-06,34.37,-118.27863636363634,4.07,2.73,297.78,250.12,1045.29,298.74,1069.43,5.1,3.17,251.63,0.2,0.29
2025-03-06,34.37,-118.02854545454542,3.78,2.44,323.0,285.54,1006.92,285.88,1008.14,4.82,3.38,279.17,0.2,0.3
2025-03-06,34.37,-117.77845454545451,4.24,2.66,292.37,296.9,931.64,309.36,1018.03,5.13,3.53,300.48,0.2,0.29
2025-03-06,34.37,-119.02890909090908,4.14,2.45,283.67,300.98,1016.55,308.37,916.75,4.96,3.61,286.35,0.2,0.29
2025-03-06,34.37,-117.5283636363636,4.16,2.43,306.07,302.55,1032.52,273.13,999.97,5.33,3.51,304.16,0.2,0.28
2025-03-06,34.37,-117.27827272727268,3.96,2.5,301.47,285.99,999.77,292.44,1059.51,4.73,3.44,278.55,0.19,0.32
2025-03-06,34.37,-117.02818181818176,4.03,2.43,284.42,288.61,1046.73,279.86,1002.56,5.19,3.32,274.99,0.19,0.3
2025-03-06,34.37,-116.77809090909085,4.19,2.45,298.15,269.98,1046.37,289.02,1021.98,4.68,3.78,296.16,0.21,0.3
2025-03-06,34.12,-118.27863636363634,4.07,2.47,285.5,299.36,1056.11,295.3,1003.46,4.99,3.49,298.14,0.2,0.31
2025-03-06,34.12,-119.02890909090908,4.08,2.6,288.28,285.5,1018.59,329.11,925.95,5.34,3.38,299.69,0.21,0.32
2025-03-06,34.12,-118.77881818181817,4.11,2.47,273.49,282.98,1042.79,295.38,966.79,5.31,3.71,305.0,0.21,0.28
2025-03-06,34.12,-118.52872727272725,3.83,2.62,296.28,295.32,1084.02,296.39,1044.66,5.13,3.44,270.7,0.19,0.32
2025-03-06,34.12,-118.02854545454542,4.07,2.44,316.0,273.76,1077.39,279.82,1099.05,5.2,3.34,295.81,0.19,0.3
2025-03-06,34.12,-117.77845454545451,4.23,2.68,287.36,285.95,1038.8,307.2,952.64,5.28,3.55,284.51,0.19,0.28
2025-03-06,34.12,-117.5283636363636,4.03,2.52,297.08,299.93,1021.61,278.61,991.44,5.34,3.49,286.45,0.19,0.26
2025-03-06,34.12,-117.27827272727268,3.97,2.47,274.44,323.38,1011.81,305.04,1033.21,4.87,3.69,297.56,0.2,0.33
2025-03-06,34.12,-117.02818181818176,3.92,2.34,282.39,282.67,993.83,287.37,971.86,4.74,3.76,292.19,0.22,0.29
2025-03-06,34.62,-116.528,3.98,2.64,269.42,279.29,1033.31,281.74,1041.18,4.97,3.74,277.14,0.18,0.29
2025-03-06,34.12,-116.528,4.29,2.44,283.34,306.52,967.78,297.95,1023.71,4.99,3.41,301.67,0.2,0.29
2025-03-06,34.12,-116.77809090909085,4.19,2.54,305.57,295.59,973.09,302.72,968.49,5.02,3.51,297.96,0.2,0.32
2025-03-06,34.37,-116.528,3.96,2.34,281.26,305.23,996.17,314.19,1009.92,4.87,3.16,293.03,0.18,0.29
2025-03-06,33.87,-119.279,4.21,2.66,289.28,292.28,1005.83,291.94,981.78,4.74,3.59,302.71,0.19,0.29
2025-03-06,33.62,-119.279,4.0,2.36,273.51,307.76,1027.64,279.57,971.65,5.24,3.82,297.5,0.19,0.28
2025-03-06,33.62,-116.77809090909085,4.08,2.45,338.84,284.34,1035.62,307.26,978.54,4.57,3.71,269.39,0.19,0.3
2025-03-06,33.87,-118.52872727272725,3.99,2.54,261.7,277.99,1029.84,305.06,1013.13,5.41,3.6,301.36,0.18,0.3
2025-03-06,33.87,-118.27863636363634,4.34,2.47,303.82,307.68,1034.91,296.65,981.41,4.52,3.56,265.23,0.19,0.29
2025-03-06,33.87,-118.02854545454542,3.8,2.48,290.41,304.58,970.72,281.48,947.52,4.78,3.67,279.82,0.2,0.3
2025-03-06,33.87,-117.77845454545451,4.09,2.45,307.86,281.97,1067.07,291.12,957.25,4.63,3.6,310.58,0.2,0.26
2025-03-06,33.87,-117.5283636363636,4.2,2.38,301.91,284.84,1050.23,304.28,928.86,4.5,3.32,283.6,0.21,0.3
2025-03-06,33.87,-117.27827272727268,4.18,2.71,308.8,288.73,1050.38,312.98,968.58,5.0,3.77,290.96,0.18,0.3
2025-03-06,33.87,-117.02818181818176,3.98,2.42,329.13,290.01,1026.46,277.23,989.51,5.2,3.64,278.17,0.18,0.32
2025-03-06,33.87,-116.77809090909085,3.98,2.42,292.68,272.25,1071.27,317.83,1005.62,4.73,3.6,294.11,0.2,0.3
2025-03-06,33.87,-116.528,4.11,2.29,298.65,287.06,965.22,302.43,1056.9,4.89,3.48,287.8,0.2,0.29
2025-03-06,33.87,-118.77881818181817,4.35,2.75,296.1,288.59,960.94,298.99,983.72,5.0,3.4,267.01,0.2,0.29
2025-03-06,33.62,-119.02890909090908,4.26,2.46,289.49,275.16,1029.57,284.72,998.72,5.41,3.55,299.96,0.2,0.31
2025-03-06,33.62,-118.77881818181817,4.3,2.39,316.39,287.14,999.42,275.87,983.31,5.05,3.9,310.87,0.22,0.31
2025-03-06,33.62,-118.52872727272725,3.98,2.45,292.95,319.67,1096.04,289.66,965.55,5.03,3.17,284.84,0.2,0.32
2025-03-06,33.62,-118.27863636363634,4.09,2.38,310.88,281.22,1042.19,294.64,904.47,4.74,3.47,281.52,0.21,0.3
2025-03-06,33.62,-118.02854545454542,4.05,2.69,339.45,332.86,1140.53,307.24,940.59,5.4,3.24,302.8,0.21,0.3
2025-03-06,33.62,-117.77845454545451,4.04,2.51,272.89,291.9,992.21,299.12,941.79,5.29,3.56,294.69,0.21,0.29
2025-03-06,33.62,-117.5283636363636,3.85,2.53,329.22,303.96,1037.27,286.7,929.78,4.82,3.21,294.81,0.21,0.29
2025-03-06,33.62,-117.27827272727268,4.13,2.44,274.4,281.91,999.83,294.32,1050.39,4.98,3.5,312.95,0.21,0.3
2025-03-06,33.62,-117.02818181818176,3.67,2.51,313.84,302.09,1050.98,304.46,965.18,4.88,3.45,293.52,0.19,0.3
2025-03-06,33.62,-116.528,4.01,2.4,316.59,297.7,992.41,304.04,942.79,4.89,3.41,298.41,0.2,0.27
2025-03-06,33.37,-116.528,4.17,2.81,264.14,281.23,976.93,309.27,1009.99,4.85,3.26,291.78,0.2,0.27
2025-03-06,33.119,-116.528,3.92,2.36,300.03,294.87,1063.46,293.54,1037.76,5.13,3.43,277.63,0.2,0.29
2025-03-06,33.87,-119.02890909090908,4.03,2.35,276.63,289.57,1081.32,283.57,992.67,5.24,3.6,298.59,0.2,0.3
2025-03-06,33.37,-119.02890909090908,4.0,2.5,310.9,267.37,990.19,304.19,1088.99,4.99,3.56,270.81,0.19,0.31
2025-03-06,33.37,-119.279,3.84,2.33,303.0,295.48,924.03,294.72,972.55,4.74,3.65,292.62,0.19,0.31
2025-03-06,33.37,-118.77881818181817,4.06,2.67,307.53,322.69,921.27,302.66,1116.23,5.23,3.12,303.61,0.2,0.31
2025-03-06,33.37,-118.52872727272725,4.09,2.49,283.67,299.78,973.6,276.83,1022.23,4.7,3.63,288.59,0.21,0.28
2025-03-06,33.37,-118.27863636363634,3.89,2.66,279.73,287.34,1157.04,275.44,1092.7,5.05,3.54,268.32,0.2,0.31
2025-03-06,33.37,-118.02854545454542,3.49,2.69,286.96,293.26,1019.85,297.54,1082.09,5.19,3.47,266.62,0.2,0.3
2025-03-06,33.37,-117.5283636363636,4.34,2.46,318.7,317.09,954.26,280.05,1034.57,5.18,3.54,300.55,0.21,0.29
2025-03-06,33.37,-117.27827272727268,4.09,2.64,328.21,303.4,1008.89,293.99,1085.13,4.8,3.51,278.37,0.2,0.28
2025-03-06,33.37,-117.02818181818176,4.09,2.46,270.86,291.04,1039.78,304.28,987.99,4.84,3.36,291.17,0.2,0.3
2025-03-06,33.37,-116.77809090909085,3.77,2.55,311.98,278.47,1041.01,259.02,983.1,4.54,3.53,299.26,0.19,0.32
2025-03-06,33.37,-117.77845454545451,3.83,2.44,287.86,307.15,1036.51,302.7,1045.82,5.08,3.38,290.11,0.21,0.29
2025-03-06,33.119,-119.02890909090908,4.24,2.4,281.63,317.78,982.72,313.35,1039.13,5.26,3.3,284.87,0.21,0.28
2025-03-06,33.119,-118.77881818181817,3.97,2.63,288.38,285.25,926.36,286.52,1012.23,4.5,3.75,289.15,0.2,0.28
2025-03-06,33.119,-118.52872727272725,3.83,2.38,292.86,274.0,1032.36,303.2,988.5,5.13,3.59,307.95,0.21,0.31
2025-03-06,33.119,-118.27863636363634,4.1,2.63,302.29,279.27,977.25,302.93,988.06,5.19,3.51,290.93,0.2,0.3
2025-03-06,33.119,-116.77809090909085,4.07,2.48,320.76,282.1,1111.58,313.06,864.13,5.23,3.6,275.05,0.19,0.29
2025-03-06,33.119,-118.02854545454542,4.05,2.44,299.76,291.45,1021.81,301.36,920.2,4.97,3.49,287.85,0.21,0.31
2025-03-06,33.119,-117.77845454545451,3.96,2.52,285.29,271.63,982.54,292.19,1011.97,5.26,3.78,288.39,0.22,0.3
2025-03-06,33.119,-117.5283636363636,3.89,2.34,314.9,249.38,1061.97,292.68,1032.69,4.61,3.7,271.21,0.21,0.31
2025-03-06,33.119,-117.27827272727268,4.02,2.7,275.36,315.51,1018.86,277.07,1076.43,4.73,3.67,293.6,0.2,0.3
2025-03-06,33.119,-117.02818181818176,3.89,2.28,291.14,291.48,1026.19,294.39,1066.31,5.17,3.32,275.85,0.2,0.29
2025-03-06,33.119,-119.279,4.25,2.41,288.12,293.07,1015.72,308.1,946.19,5.1,3.39,287.69,0.21,0.32
2025-03-07,34.87,-117.77845454545451,3.73,2.32,278.3,290.21,1039.98,290.99,1027.03,5.08,3.66,282.52,0.21,0.29
2025-03-07,34.87,-118.02854545454542,3.83,2.42,281.56,286.67,917.77,307.92,1110.23,5.18,3.44,300.02,0.2,0.3
2025-03-07,34.87,-118.27863636363634,4.1,2.47,279.63,270.92,947.88,289.47,932.25,5.43,3.78,288.67,0.21,0.3
2025-03-07,34.12,-116.77809090909085,4.49,2.36,316.07,289.33,910.12,317.95,1035.77,5.0,3.48,282.24,0.2,0.29
2025-03-07,34.87,-118.77881818181817,4.41,2.23,299.65,283.3,888.89,280.29,1037.14,4.51,3.48,286.97,0.19,0.27
2025-03-07,34.87,-119.02890909090908,3.76,2.57,297.74,274.2,1057.11,310.84,1023.21,4.54,3.6,269.49,0.19,0.31
2025-03-07,34.87,-119.279,3.68,2.74,275.68,287.44,976.31,286.12,904.67,4.91,3.6,317.55,0.19,0.33
2025-03-07,34.87,-117.5283636363636,3.86,2.54,279.09,279.57,967.04,316.31,1099.5,4.88,3.35,291.97,0.2,0.29
2025-03-07,34.87,-118.52872727272725,4.11,2.48,299.69,270.14,987.21,306.22,992.75,5.48,3.61,315.62,0.2,0.29
2025-03-07,34.87,-117.02818181818176,4.18,2.5,279.78,263.6,1054.89,309.8,1018.97,4.92,3.36,274.38,0.21,0.31
2025-03-07,34.12,-117.02818181818176,4.14,2.46,286.73,291.93,1075.54,322.5,996.53,5.21,3.83,275.32,0.22,0.31
2025-03-07,34.87,-116.77809090909085,4.32,2.46,295.43,276.72,1027.11,304.16,909.9,4.89,3.45,297.13,0.19,0.29
2025-03-07,34.62,-119.279,3.67,2.34,327.22,279.75,1030.64,299.23,954.27,4.72,3.46,311.08,0.2,0.31
2025-03-07,34.62,-119.02890909090908,3.96,2.38,282.23,310.44,1048.04,265.02,1053.68,4.68,3.72,284.33,0.2,0.29
2025-03-07,34.62,-118.77881818181817,4.23,2.41,288.88,288.15,1021.61,273.02,1064.71,4.82,3.44,308.29,0.2,0.28
2025-03-07,34.62,-118.52872727272725,4.01,2.71,271.05,304.86,1024.31,299.18,988.31,5.08,3.41,279.3,0.19,0.28
2025-03-07,34.62,-118.27863636363634,3.8,2.4,294.53,281.24,962.77,324.42,975.31,4.99,3.65,311.61,0.18,0.3
2025-03-07,34.62,-118.02854545454542,3.63,2.44,296.98,282.36,1037.62,279.69,922.7,5.05,3.63,276.7,0.21,0.31
2025-03-07,34.62,-117.77845454545451,3.89,2.48,284.19,313.98,1004.72,270.04,1046.0,4.82,3.49,284.72,0.21,0.3
2025-03-07,34.62,-117.5283636363636,4.03,2.55,309.23,304.99,1065.29,302.78,1021.86,4.4,3.53,297.99,0.18,0.3
2025-03-07,34.87,-117.27827272727268,4.09,2.64,286.44,297.87,1002.65,290.79,956.58,5.35,3.56,302.82,0.21,0.27
2025-03-07,34.62,-117.27827272727268,4.03,2.52,295.18,269.9,1029.94,299.54,1048.9,5.47,3.55,297.31,0.19,0.29
2025-03-07,34.62,-117.02818181818176,3.96,2.47,313.52,309.55,971.81,296.82,1053.6,5.27,3.71,294.89,0.21,0.28
2025-03-07,34.12,-119.279,4.06,2.67,260.02,263.58,1026.09,301.45,980.02,4.82,3.63,284.41,0.18,0.3
2025-03-07,34.62,-116.528,4.25,2.69,294.47,294.53,1073.3,278.99,1018.82,4.68,3.3,314.93,0.21,0.3
2025-03-07,34.12,-116.528,3.67,2.52,305.45,293.4,1010.49,301.49,982.45,5.01,3.5,276.59,0.2,0.29
2025-03-07,34.37,-117.02818181818176,3.86,2.7,291.88,298.67,936.32,271.94,1077.96,5.15,3.39,291.31,0.2,0.29
2025-03-07,34.37,-118.77881818181817,3.96,2.58,290.69,287.28,960.54,296.0,1068.59,5.39,3.37,313.48,0.2,0.32
2025-03-07,34.37,-118.52872727272725,4.01,2.48,292.38,280.14,993.22,270.82,989.98,5.1,3.21,302.66,0.2,0.29
2025-03-07,34.37,-118.27863636363634,4.27,2.61,281.08,294.65,1010.65,292.67,956.3,4.77,3.18,294.26,0.19,0.29
2025-03-07,34.37,-118.02854545454542,3.89,2.49,297.06,276.29,980.33,303.16,1056.98,5.05,3.56,318.38,0.21,0.28
2025-03-07,34.37,-117.77845454545451,4.21,2.74,272.55,294.52,1058.39,294.53,985.01,4.91,3.6,282.81,0.2,0.32
